mkt_shr,Restaurant.name,Review.date,score_t0,score_t1,score_t2,score_t3,score_t4
0.022253129346314324,El Camión,201803,73.0,20.0,39.0,18.0,8.0
0.005563282336578581,El Legendario Mexican Restaurant,201803,0.0,11.0,0.0,31.0,18.0
0.0027816411682892906,El Ranchon,201803,0.0,2.0,22.0,0.0,0.0
0.009735744089012517,El Sirenito,201803,8.0,36.0,36.0,23.0,0.0
0.009735744089012517,El Sombrero Family Mexican Restaurant,201803,12.0,21.0,0.0,72.0,32.0
0.06815020862308763,Fogón Cocina Mexicana,201803,100.0,196.0,143.0,237.0,116.0
0.043115438108484005,Fonda La Catrina,201803,106.0,39.0,72.0,59.0,99.0
0.025034770514603615,Gordito’s,201803,39.0,67.0,59.0,6.0,62.0
0.016689847009735744,Gracia,201803,19.0,23.0,32.0,63.0,64.0
0.013908205841446454,La Carta de Oaxaca,201803,34.0,12.0,4.0,-7.0,7.0
0.030598052851182198,La Cocina Oaxaquena,201803,33.0,38.0,123.0,8.0,81.0
0.016689847009735744,Los Agaves,201803,12.0,15.0,34.0,14.0,12.0
0.0458970792767733,Mezcaleria Oaxaca,201803,90.0,115.0,83.0,80.0,34.0
0.011126564673157162,Pecado Bueno,201803,27.0,8.0,27.0,3.0,3.0
0.01808066759388039,Plaza Garibaldi,201803,43.0,1.0,44.0,49.0,54.0
0.043115438108484005,Poquitos,201803,97.0,26.0,115.0,56.0,56.0
0.011126564673157162,Rosita’s Mexican Grill,201803,12.0,36.0,53.0,0.0,26.0
0.013908205841446454,Senor Moose Cafe,201803,28.0,0.0,65.0,13.0,29.0
0.10152990264255911,Tacos Chukis,201803,101.0,136.0,93.0,252.0,150.0
0.009735744089012517,Taquería Tequila Authentic Mexican Food,201803,0.0,30.0,29.0,92.0,5.0
0.012517385257301807,Villa Escondida,201803,10.0,24.0,18.0,57.0,19.0
0.054441260744985676,Barrio Mexican Kitchen & Bar,201804,42.0,30.0,17.0,41.0,25.0
0.05157593123209169,Cactus Restaurants,201804,0.0,31.0,142.0,48.0,24.0
0.0057306590257879654,Cafetal Quilombo,201804,0.0,0.0,0.0,22.0,8.0
0.03151862464183381,Cantina Leña,201804,15.0,86.0,45.0,7.0,11.0
0.02005730659025788,Casa Patrón,201804,19.0,0.0,0.0,48.0,-2.0
0.02865329512893983,Casco Antiguo,201804,29.0,12.0,74.0,0.0,48.0
0.04871060171919771,El Borracho,201804,23.0,40.0,-7.0,85.0,9.0
0.017191977077363897,El Camión,201804,26.0,0.0,16.0,6.0,33.0
0.008595988538681949,El Legendario Mexican Restaurant,201804,0.0,4.0,11.0,11.0,0.0
0.0028653295128939827,El Ranchon,201804,0.0,0.0,0.0,0.0,0.0
0.008595988538681949,El Sirenito,201804,0.0,26.0,1.0,0.0,0.0
0.008595988538681949,El Sombrero Family Mexican Restaurant,201804,0.0,0.0,0.0,3.0,16.0
0.11174785100286533,Fogón Cocina Mexicana,201804,74.0,125.0,35.0,94.0,147.0
0.04297994269340974,Fonda La Catrina,201804,28.0,-1.0,20.0,40.0,57.0
